,Law,Text,Category,Category_New,text_clean,A,B,C,Others
2438,Law 7565/1986 - Brazilian Aeronautical Code,"In the baggage transportation contract, the carrier is obliged to deliver to the passenger the corresponding individual or collective note, in 2 (two) copies, with the indication of the place and date of issue, departure and destination points, ticket number, quantity, weight and declared value of the volumes. The execution of the contract begins with the delivery to the passenger of the respective bill and ends with the receipt of the baggage.",None,None,in the baggag transport contract the carrier is oblig to deliv to the passeng the correspond individu or collect note in two copi with the indic of the place and date of issu departur and destin point ticket number quantiti weight and declar valu of the volum the execut of the contract begin with the deliveri to the passeng of the respect bill and end with the receipt of the baggag,0.6256099479686805,0.5456078573278961,0.5675199713593166,0.5264117215030578
2442,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,". If prices above the price cap are raised, the concession holder shall consult stakeholders in advance.",B,B,if price abov the price cap are rais the concess holder shall consult stakehold in advanc,0.6495091482444151,0.625536677905324,0.6437287007423558,0.5971608606127128
2443,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,The concessionaire must consult stakeholders in advance in the event of higher rates than the price ceiling.,B,B,the concessionair must consult stakehold in advanc in the event of higher rate than the price ceil,0.6509678006551165,0.5775063386632615,0.605335994115471,0.5459891482006659
2444,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,"In the event of an increase in tariffs above the price limit, the concessionaire must consult the parties concerned in advance.",B,B,in the event of an increas in tariff abov the price limit the concessionair must consult the parti concern in advanc,0.6198749105497814,0.6089630466037242,0.610322927363422,0.6005370091013456
2446,Regulation (RBAC) 65/2018  by National Civil Aviation Agency - Flight dispatcher and aircraft maintenance technician licences,actical skills test (conducted by ANAC or an authorised flight school).,A,A,actic skill test conduct by anac or an authoris flight school,0.6609139208735609,0.6819920531981418,0.6970369754338004,0.6731833506467199
2447,Law 7565/1986 - Brazilian Aeronautical Code,"Any assistance or rescue provided with useful results will give the right to remuneration corresponding to the work and efficiency of the act, on the following bases will be considered in first place: the success achieved, the efforts, the risks and the merits of those who provided relief; the danger experienced by the rescued aircraft, its passengers, crew and cargo; the time spent, expenses and damages incurred taking into account the special situation of the assistant.",None,None,ani assist or rescu provid with use result will give the right to remuner correspond to the work and effici of the act on the follow base will be consid in first place the success achiev the effort the risk and the merit of those who provid relief the danger experienc by the rescu aircraft it passeng crew and cargo the time spent expens and damag incur take into account the special situat of the assist,0.6024694160580851,0.5629735579607972,0.5729728980057485,0.5457754552885707
2448,Resolution 440/2017 by National Civil Aviation Agency - Register,"For the purposes of this Resolution, it is considered: airline: legal entity providing air transport service, as a mere marketer of the service, being, in the latter case, supported by a commercial agreement;",None,None,for the purpos of thi resolut it is consid airlin legal entiti provid air transport servic a a mere market of the servic be in the latter case support by a commerci agreement,0.708459657041348,0.6559082413096415,0.7016940466736049,0.6704789253897372
2449,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,"In early 2013, there were 440 FAAR and 20 private agro-insurance providers.",A,A,in earli there were faar and privat agro-insur provid,0.7194005520830569,0.6892643959318995,0.7103097252589643,0.6987800380482327
2450,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,SINIIGA ear tags are lifetime identification for cattle and can include a microchip that helps farmers monitor health and production of animals.,C,C,siniiga ear tag are lifetim identif for cattl and can includ a microchip that help farmer monitor health and product of anim,0.5667059969928665,0.5553708005049754,0.5497972156653848,0.6290373340465482
2451,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,* Earmarks are life-long livestock determination and can include a small chip that helps farmers monitor animal health and production.,C,C,earmark are life-long livestock determin and can includ a small chip that help farmer monitor anim health and product,0.682034741242097,0.6703908062381879,0.6686021296339699,0.6459974469495247
2452,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,The SINIIIGA ear tags are lifelong identification for large bovine animals and may include a microchip that helps farmers monitor the health and production of animals.,C,C,the siniiiga ear tag are lifelong identif for larg bovin anim and may includ a microchip that help farmer monitor the health and product of anim,0.6937146136532412,0.7220021563713291,0.7004611293462919,0.7031089672240185
2453,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,SINIIGA ear tags are lifetime identification of cattle and may include a microchip that helps farmers monitor animal health and production.,C,C,siniiga ear tag are lifetim identif of cattl and may includ a microchip that help farmer monitor anim health and product,0.6963414288696314,0.7299781775708497,0.7024340642430646,0.7083219032545127
2454,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,SINIIGA ear tags are lifelong identification for cattle and may include a microchip that helps farmers monitor the health and production of animals.,C,C,siniiga ear tag are lifelong identif for cattl and may includ a microchip that help farmer monitor the health and product of anim,0.7330115333083103,0.7185611230464302,0.7087989098030207,0.7064260819136493
2455,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,The SENIIGA ear tags are lifelong identification for bovine animals and may contain a microchip that helps farmers control animal health and production.,C,C,the seniiga ear tag are lifelong identif for bovin anim and may contain a microchip that help farmer control anim health and product,0.7061544332003185,0.7422453384792231,0.7076872514410713,0.7214117944630306
