,Law,Text,Category,Category_New,Length
1329,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,These requirements may vary according to the type of licence or qualification (private pilot; commercial pilot; flight instructor; airline transport pilot; glider pilot; free balloon pilot).,A,A,190
1330,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"In addition, for commercial pilot, one must pass a theoretical course homologated by ANAC.",A,A,90
1331,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,A specific flight licence may be issued for specific situations: training; transfer flight performed by a foreign pilot in a Brazilian aircraft; foreign instructors (when there if no qualified flight instructor in Brazil); aeronautical product manufacturers.,A,A,258
1332,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Pilot licences do not expire, but the holder must only perform the activities if (i) he/she has  a valid aeronautical medical certificate and (ii) valid qualifications. Besides, to work as a pilot in command, he/she must also have operated flights in the last 90 days (item 61.21).",A,A,281
1333,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",A,A,232
1334,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",A,A,232
1335,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"Licences may be issued to foreign pilots, as long as they meet the requirements and they are in a regular situation in Brazil. However, they cannot operate Brazilian aircrafts (which is forbidden by the Brazilian Aeronautical Code).",B,B,232
1336,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",A,A,321
1337,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",A,A,321
1338,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"Flight attendant licences may be issued to foreign citizens, as long as they meet the requirements and the licences are needed to operate a Brazilian aircraft. However, only up to 1/3 of flight attendants on board can be foreign workers, and only for international flights (in line with the Brazilian Aeronautical Code). ",B,B,321
1339,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To work as a flight mechanic or as a flight attendant, one must hold an appropriate licence according to this Regulation. ",A,A,122
1340,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To work as a flight mechanic or as a flight attendant, one must hold an appropriate licence according to this Regulation. ",A,A,122
1341,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight mechanic licence, one must meet different requirements, concerning (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an autho",A,A,500
1342,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,rised school).,A,A,14
1343,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight mechanic licence, one must meet different requirements, concerning (i) age (21 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an autho",A,A,500
