,Law,Paragraph,Text,Category
745,Normative Resolution 13/2016 by ANTAQ - waterways transport,Art. 8,"The beginning of the operation of floating installations anchored in waters in the Brazilian jurisdiction will be subject to the issuance, by ANTAQ, of the Operation Release Term, after the fulfilment of the following steps: approval in a technical survey to be carried out through a formal request to ANTAQ; presentation of the operating license issued by the environmental agency; authorisation for operation issued by the National Petroleum Agency, Natural Gas and Biofuels - ANP, when applicable; Certificate of the Fire Department, at the time of the anchoring; and declaratory certificate about the availability of physical space in waters issued by the Secretariat of Patrimony of the Federal Executive Branch - SPU or by another entity with equivalent assignment, if applicable.",Administrative burden
746,Normative Resolution 13/2016 by ANTAQ - waterways transport,Art. 21,"Installations with access to the waterway for the construction and/or ship repair, and also used in the movement and/or storage of goods, destined for or coming from waterway transportation, will be subject to an authorisation.",A2
747,Normative Resolution 24/2018 by ANTAQ- Inland Navigation,Art. 7,"Operational agreements, as well as their amendments, must be submitted to the approval by ANTAQ at least 15 (fifteen) days before they enter into force.",A2
748,Normative Resolution 24/2018 by ANTAQ- Inland Navigation,Art. 8,"It is prohibited the transportation of cargo by a foreign vessel to the participant of the agreement that originates and ends in ports, private use terminals (TUP), transhipment station of cargo (ETC) or any points of the national territory. ",A3
749,Resolution 1274/2009 by ANTAQ - Inland Navigation,Art. 3,"Only the authorised Brazilian Shipping Company can provide passenger transport services, vehicles and cargoes for inland navigation.",A2
750,Resolution 1274/2009 by ANTAQ - Inland Navigation,Art. 3,"Only the authorised Brazilian Shipping Company can provide passenger transport services, vehicles and cargoes for inland navigation.",A3
751,Resolution 1274/2009 by ANTAQ - Inland Navigation,Art. 8,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A2
752,Resolution 1274/2009 by ANTAQ - Inland Navigation,Art. 8,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A3
753,Resolution 1274/2009 by ANTAQ - Inland Navigation,Art.10-F,"The price freedom does not apply to a special authorisation. In this case, the Brazilian Shipping Company should follow the price regime established by ANTAQ. ",B1
754,Resolution 1558/2009 by ANTAQ - Inland Navigation,Art. 3,Only Brazilian Shipping Company authorised by ANTAQ can provide cargo transport in longitudinal inland navigation.,A2
755,Resolution 1558/2009 by ANTAQ - Inland Navigation,Art. 3,Only Brazilian Shipping Company authorised by ANTAQ can provide cargo transport in longitudinal inland navigation.,A3
756,Resolution 1558/2009 by ANTAQ - Inland Navigation,Art.8,"The applicant must prove to be in a good economic and financial situation, through the following documents: (i) balance sheet and other financial statements related to the last fiscal year; or (ii) alternatively, the opening balance, for firms incorporated in the year of request.",A3
757,Law 9537/1997 - safety - water traffic - pilotage also,Art. 13 par. 1,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A1
758,Law 9537/1997 - safety - water traffic - pilotage also,Art. 13 par. 1,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A2
759,Law 9537/1997 - safety - water traffic - pilotage also,Art. 13 par. 1,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A3
760,Law 9537/1997 - safety - water traffic - pilotage also,Art. 13 par. 1,"The registration of seafarers as pilots will comply with the requirements established by the maritime authority, being granted specifically for each pilotage zone, after passing an examination and qualification stage.",A5
761,Law 9537/1997 - safety - water traffic - pilotage also,Art 14 sole paragraph item I,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A1
762,Law 9537/1997 - safety - water traffic - pilotage also,Art 14 sole paragraph item I,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A2
763,Law 9537/1997 - safety - water traffic - pilotage also,Art 14 sole paragraph item I,"To ensure that the pilotage service shall be permanently available in the established pilotage zones, the maritime authority will establish the number of pilots required for each pilotage zone.",A3
764,Law 9537/1997 - safety - water traffic - pilotage also,Art 14 sole paragraph item II,"To ensure that the pilotage service must be permanently available in the established pilotage zones, the maritime authority may fix the price of the service in each pilotage zone.",B1
765,Ordinance NORMAM 12 by DPC-Pilotage,120,"The Exclusive Representant of Pilotage Service (RUSP) is the pilot leader of the pilotage entity who gathers all the pilot staff of a pilotage zone, and who represents pilots before the maritime authority. When there is more than one pilotage entity, it will be the one indicated by consensus among the qualified pilots. In the absence of an understanding, the maritime authority will be responsible for choosing the RUSP.",A1
